501052.3333,405544.6667,419407.6667,359789.6667,588420.3333,424404,413117.6667,534948.6667,489868,605191,499801.3333,481222.6667,470113.3333,490882,520148,482720,491388,476081.6667,479944.6667,457993.3333,453549,454739.6667,455363.3333,534083.6667,522275.3333,529554.3333,445253.6667
501032,405577.3333,419410,359787.6667,588368.6667,424407,413137.3333,534906.3333,489926.3333,605190.3333,499831,481290.3333,470126,490927,520183.6667,482822,491359,476162.3333,480017.6667,458010,453594,454765.6667,455352.6667,534060.3333,522369.6667,529670.6667,445130.3333
500989.6667,405573.3333,419357.3333,359757,588308.6667,424381.6667,413153.3333,534950,489923.6667,605228,499853.3333,481378,470162.6667,491019.3333,520173,482950,491299.6667,476177.3333,480013,458026.3333,453671.3333,454773.3333,455371.6667,534068.3333,522446.6667,529754.3333,445044.6667
500937.3333,405592.3333,419288,359786,588222.3333,424389.6667,413134,535013.3333,489931,605237.3333,499885,481478,470251,491071.3333,520161,483051,491251,476149,480032,458084,453746,454807,455370.3333,534007,522538.6667,529794,444969.6667
500893,405581.6667,419221.6667,359818,588227,424387.6667,413113.3333,535104.3333,489952,605190.6667,499813.6667,481596,470294.3333,491171,520113,483140.6667,491204.6667,476110.6667,480007.6667,458125.3333,453817.6667,454797.3333,455348,533964.6667,522575.6667,529846,444901.3333
500896,405601.3333,419185.3333,359845.6667,588199.3333,424388.6667,413072.6667,535141.3333,489969,605140.6667,499780.3333,481700,470322.6667,491242,520107.3333,483256.3333,491145.6667,476121.6667,480043.6667,458141.6667,453896.6667,454815.6667,455348.3333,533927.6667,522617.6667,529866.6667,444807
500912.6667,405593.3333,419256,359851.3333,588175.6667,424394,413063.6667,535195.6667,489985,605102,499744.6667,481837.3333,470355,491310.6667,520091.3333,483336,491142.3333,476119.6667,480038.3333,458115.6667,453942.6667,454803.3333,455343.3333,533942,522631.6667,529900.3333,444694.3333
500892.6667,405623,419276.6667,359828.6667,588108.6667,424359,413044.3333,535259,489969.6667,605101.6667,499800,481912.6667,470372.6667,491379,520101,483426,491090.3333,476039,480103,458161,453990.3333,454841.3333,455383,533939,522668,529908.3333,444603.3333
500874.6667,405620.3333,419261.6667,359830,588005.3333,424347.6667,413056.6667,535381,489990.3333,605036.3333,499808,482001.3333,470396.6667,491429,520124,483438,491079,475948,480070.6667,458211,454003.6667,454870.6667,455437.6667,533904.3333,522773.3333,529960.3333,444527.6667
500831,405654,419193,359819,587938,424289.3333,413051.3333,535468.6667,489983.6667,604986.3333,499813.6667,482105.6667,470409.6667,491521.3333,520180,483385,491022.6667,475848.3333,480105.3333,458279.6667,454012,454877.6667,455558,533845,522917.6667,529935.3333,444467
500788.3333,405709.3333,419185,359820,587879.3333,424327.3333,413070,535527.6667,490003.6667,604977.6667,499834,482214,470490,491593.6667,520233,483220.3333,491029.3333,475743.6667,480070,458285.6667,454009.3333,454888.6667,455652.3333,533843.6667,523037.6667,529885.6667,444417
500763.3333,405793.3333,419229.6667,359823.6667,587888,424359.6667,413086,535549,490056.6667,604944.6667,499838.6667,482253.6667,470487.6667,491653.6667,520261.3333,482991,490983.3333,475649.3333,480133.3333,458333.6667,453987.3333,454887.3333,455727.3333,533830.3333,523032.3333,529782.6667,444346.3333
500750,405839.6667,419291.6667,359851,587882.3333,424423,413120.6667,535595.3333,490118,604935.6667,499861.3333,482303.3333,470547,491751,520258.6667,482725.3333,491006.3333,475541,480184,458328.6667,453990,454924,455793.6667,533857.6667,523033,529714.3333,444330
500768.3333,405838.3333,419322.6667,359863.6667,587918.6667,424409,413135.6667,535669,490148.3333,604907.3333,499835.3333,482334,470535.6667,491867.6667,520256,482468.6667,491010.3333,475476,480225,458370.3333,453982,454975,455832.3333,533785,523024,529628.6667,444346
500751,405838.3333,419318.6667,359882.6667,587908.3333,424368,413155.6667,535752.6667,490129,604898.3333,499858,482378,470593.6667,491940.3333,520250,482208.6667,491078.3333,475391.3333,480240,458411.3333,453984,454964.6667,455898.3333,533742.3333,523065.3333,529577,444317.6667
500748,405870.6667,419332.6667,359873,587953.3333,424350.6667,413164.6667,535824.3333,490129,604873,499885,482400,470599.6667,491971.3333,520258.6667,482012.6667,491088,475326.6667,480257,458492,453963,454979.6667,455903.3333,533699.3333,523071.6667,529500.6667,444316.3333
500719,405957.3333,419307.3333,359880,587959,424329.6667,413181.3333,535905.6667,490149,604827.3333,499965.3333,482416,470647,492007.3333,520266,481767,491114.3333,475304.6667,480298,458548.6667,453961.6667,454914.6667,455938,533697.6667,523001.3333,529395,444282.6667
500682.3333,406033.6667,419282.3333,359887.3333,588018.6667,424325.3333,413179.3333,535958.3333,490179.6667,604811,499975.3333,482412.6667,470697.3333,492112.6667,520263,481558.3333,491103,475264.6667,480356.6667,458572.6667,453979,454914.3333,455962,533705.6667,522923,529283.3333,444285.6667
500608.6667,406068,419149.3333,359922.6667,587976,424279,413202.3333,535974.6667,490187.6667,604795.6667,499972,482383,470729.3333,492174.3333,520274.6667,481364,491149.6667,475203.3333,480406.6667,458575.3333,453998.3333,454903,456008.6667,533712,522808.6667,529151,444260
500606,406063.6667,419009.3333,359935.3333,588010.6667,424266.3333,413245.6667,535969,490200.3333,604759,499947.3333,482359,470763.3333,492243,520268.3333,481272,491194.6667,475143.3333,480472,458624.6667,453958.6667,454950,456068,533743,522721.6667,529058,444248
500597.3333,406056.6667,418831,359914.3333,588022,424256,413308.3333,535942.3333,490219.3333,604770,499978,482373.6667,470774.3333,492317.6667,520305.6667,481172.6667,491219.6667,475124.6667,480477.6667,458656.6667,453933.3333,454971.3333,456144,533745,522615.3333,528938.3333,444236
500602.3333,406132,418706.6667,359897,588086.3333,424279,413347.6667,535924.3333,490243,604751.3333,499977,482393,470770,492387.6667,520358,481069,491218.6667,475117,480516.6667,458685.3333,453952,455009,456170.3333,533716,522524,528860.3333,444239.3333
500575,406208.3333,418575.3333,359893.3333,588079.3333,424269.6667,413382.3333,535942.3333,490282.3333,604745.3333,499956.6667,482391.6667,470784,492444,520396.3333,481047.3333,491229.6667,475077,480528,458680.6667,454039.3333,455012,456191.3333,533702,522432.3333,528774,444246.3333
500571.3333,406252.3333,418504,359911.3333,588150.3333,424271.3333,413450,535996.3333,490320.3333,604718,499905.6667,482377,470814.3333,492453.3333,520407,481031,491282,475026,480589,458757,454145.3333,455048.3333,456225.6667,533700,522295,528746.6667,444269.6667
500536.6667,406200,418457.3333,359939.3333,588177.3333,424259.6667,413532.3333,536044.6667,490358.3333,604696.6667,499888.6667,482422,470887.6667,492523.6667,520403.3333,481039.6667,491323.3333,475015,480591.3333,458835.3333,454248.6667,455043,456281.3333,533759.3333,522189,528660.3333,444272.3333
500478,406165,418473.3333,359970.3333,588250.6667,424277,413594,536074.6667,490397.6667,604693.6667,499875,482514,470925.6667,492577.6667,520438,480988.3333,491324,474993,480585.3333,458922.6667,454269.3333,455087.6667,456353,533789,522098,528573.6667,444272.6667
500398,406135.6667,418413.6667,359992,588215,424286.6667,413612,536061.3333,490430.6667,604635.6667,499923.6667,482574,470935.6667,492629.3333,520465,480939.3333,491355,475010,480634.3333,458934,454290.3333,455111,456356,533820,522053.3333,528428.3333,444320
500285.6667,406138,418397.3333,359975,588237.3333,424290,413812.3333,535995,490452,604672,499967,482584.3333,470999.6667,492627.6667,520466.6667,480905.6667,491365.3333,474988.3333,480666.3333,458947.3333,454296.6667,455185,456407.6667,533802,521993.6667,528307.3333,444295.3333
500084.6667,406088.3333,418365,359965.3333,588245,424273.3333,414061,535944.6667,490472,604665.3333,499986,482570,471043.6667,492652,520472,480833.6667,491391.6667,475002,480735.6667,458983.6667,454389,455212.6667,456418,533802.6667,521976.3333,528229,444303
499838.3333,406078.3333,418394,359956.3333,588262.3333,424244,414316.6667,535921.6667,490475.6667,604712,499974.6667,482633.3333,471138.6667,492649.6667,520498.6667,480852,491412,475022,480746.6667,459056.6667,454443,455291.3333,456511.6667,533798.6667,521974.3333,528194.3333,444279.6667
499550,406106,418416.3333,359965.6667,588310.3333,424253.6667,414383.6667,535925.6667,490500.6667,604671.6667,499991,482697.6667,471173,492688.6667,520510.3333,480850.3333,491426.6667,475036.3333,480824,459155.6667,454514.3333,455305,456598,533833,521956.3333,528157.6667,444327.3333
499254,406129.3333,418429.6667,359955.3333,588343,424272.6667,414420.3333,535915.6667,490516.3333,604674,500011.3333,482740,471225,492686.6667,520568.6667,480911.3333,491480.6667,475114,480879.3333,459204.3333,454605.6667,455352,456700,533869.6667,521920,528095,444302
498903.6667,406114,418458,359958.6667,588396.3333,424258.6667,414447.6667,535871.3333,490547,604663.3333,500074.6667,482774.6667,471245.3333,492721,520584,480938,491512.6667,475132.6667,480952.6667,459252.6667,454671.3333,455339.6667,456788,533938.6667,521854.6667,528017.3333,444289.3333
498668.6667,406080.6667,418451.3333,359961,588408,424211.6667,414510,535837.3333,490593.6667,604702.3333,500061,482805.6667,471223.3333,492747.3333,520614.3333,480960.3333,491568.3333,475164.3333,480983.6667,459297.3333,454734.6667,455404.3333,456893.3333,533954.6667,521815.6667,527968,444310.6667
498479,406066,418472.6667,359952.6667,588438,424166,414575.6667,535800,490602.3333,604712,500095.6667,482865,471249.3333,492794.6667,520577.3333,480995.3333,491605.3333,475179.6667,481050,459369,454816,455438,456992.3333,533941,521808.3333,527926,444362.6667
498232.6667,406092.3333,418502.6667,359954.6667,588463.3333,424140.3333,414667.6667,535781.3333,490638.6667,604709.6667,499991,482932.6667,471264.6667,492844,520569,480997.3333,491602.6667,475205,481109.3333,459410.3333,454922,455478,457011.3333,533929,521812.6667,527897,444399.3333
497897.3333,406088.6667,418533,359968.3333,588491,424103.6667,414731,535785.3333,490632.3333,604661,499967.3333,482996.6667,471301,492859.3333,520625.6667,481028.3333,491621.3333,475285,481169.6667,459468.3333,455002.6667,455479.3333,457061.3333,533929,521826.6667,527862.6667,444415.6667
497641.6667,406107.3333,418552.6667,359975.6667,588500.6667,424083.3333,414801.3333,535800,490699,604691.3333,499944.3333,483065.3333,471304,492905.6667,520676.3333,481086,491618,475277.6667,481259.3333,459544,455059.6667,455480.6667,457076.6667,534003,521813.6667,527836.3333,444429.3333
497532.3333,406117,418563.6667,359957.6667,588541.6667,424078,414879,535826.3333,490710.6667,604719.3333,499981.3333,483083.6667,471267.6667,492917.6667,520754.3333,481149,491624,475306.3333,481277.6667,459607,455142,455517,457102.6667,534069.6667,521786.3333,527797.3333,444466
497469.3333,406129.6667,418607.3333,359905.6667,588592.6667,424068,414930,535831.6667,490720.3333,604726.3333,499971.6667,483147,471243,492942.6667,520755.6667,481229.3333,491640,475297,481336.3333,459646,455218.3333,455563.3333,457004,534126,521726.3333,527793.3333,444499.6667
497333.6667,406139,418664.6667,359873.3333,588653.6667,424050.3333,414952.6667,535830.6667,490706.6667,604654.3333,499931.6667,483207.3333,471177,492920.3333,520798.3333,481278.3333,491658.6667,475329.3333,481342,459671,455289,455662.3333,456857.3333,534132.6667,521680.6667,527740.3333,444575.6667
497215.6667,406135.3333,418688.6667,359859.3333,588686.3333,424037,414958,535877.3333,490705.6667,604578.3333,499861,483301.6667,471141.6667,492970.6667,520803.6667,481370.3333,491723.6667,475354,481430.6667,459755.6667,455359,455719.6667,456678,534081.6667,521689.6667,527764.6667,444626.3333
497127.3333,406120.3333,418713.3333,359883.3333,588735.6667,424045,414972,535952,490696.6667,604592.6667,499819.6667,483360,471059,492996,520851.6667,481450.6667,491744.3333,475371,481475.3333,459809.6667,455411,455820,456533.6667,534081.6667,521738.6667,527725.6667,444719.6667
497094.3333,406117.6667,418694.3333,359873.6667,588753.3333,424068.3333,415014.6667,536025.3333,490661.6667,604611,499788.6667,483468.6667,471020.3333,493052.3333,520873.3333,481533.6667,491780.6667,475441,481546,459866.6667,455455.3333,455862.3333,456415.6667,534118,521733.3333,527736.6667,444776.3333
497063.6667,406118.3333,418692.6667,359828.3333,588804.3333,424044,415001,536045,490620.3333,604654,499780.3333,483584,470992.3333,493089.3333,520894.3333,481612.3333,491823.3333,475496.6667,481605,459877.6667,455524.6667,455900,456248.6667,534140,521721,527669,444832.3333
496984,406180.6667,418634,359785.6667,588815.6667,423975.6667,414971.6667,536084,490619,604670.3333,499759.3333,483711.3333,470982,493129,520923.6667,481724,491888.6667,475490.6667,481663.6667,459910.3333,455678.3333,455923.3333,456051.6667,534100.3333,521719,527687.3333,444825
496875,406213.3333,418601.3333,359768.6667,588883.3333,423935,414919.3333,536137.3333,490609,604702.6667,499718.6667,483772.6667,470898.3333,493182.6667,520956.6667,481853.6667,491957,475457.3333,481705.6667,459953.6667,455809.6667,455944.3333,455848,534019.3333,521754.6667,527658.6667,444857
496782.3333,406242.6667,418522.3333,359777,588926.6667,423919.3333,414877.6667,536192,490586,604749.3333,499716,483811.3333,470850,493218.6667,520967,481962.3333,492002.3333,475445.3333,481717,460031.3333,455900.6667,456022.6667,455691,533978,521759.3333,527643.6667,444959.6667
496709.3333,406237,418462.6667,359752.6667,588952.6667,423931,414843.3333,536212,490547,604734,499689.3333,483824.3333,470783,493270.6667,520960.3333,482044,492088,475491.6667,481683.6667,460142,455981.3333,456078.6667,455526,533946.6667,521737.3333,527601,445043.3333
496650.3333,406241.6667,418433.6667,359726,588939.3333,423921,414766.3333,536237.6667,490499.6667,604665,499707.6667,483908.6667,470748,493299.6667,520894.6667,482120,492137.3333,475554.3333,481637,460218.3333,456053.3333,456152.6667,455372,533910.6667,521744,527639.6667,445121.6667
496542.3333,406251.3333,418508.3333,359732,588912.6667,423925.6667,414711,536270.6667,490455.3333,604534.6667,499687,483996.6667,470696,493332.3333,520887.6667,482227.6667,492197.3333,475603.6667,481586,460263.6667,456165,456251.3333,455252.3333,533859.3333,521743.6667,527656,445138.6667
496463.6667,406276.6667,418543,359721,588903,423927.6667,414648,536314,490403,604432.6667,499701.6667,484074.3333,470701,493352,520853.6667,482399,492228.3333,475633.6667,481591,460203.3333,456226.6667,456335.6667,455168,533801,521739,527674.6667,445219.3333
496402.3333,406318.3333,418545,359736,588910.6667,423899.6667,414640.6667,536357.3333,490389.3333,604390,499628,484178.6667,470697.6667,493361.3333,520848.3333,482512.3333,492269,475648,481561,460147.6667,456316,456442.3333,455127,533712,521747,527640.3333,445273.6667
496385,406360.6667,418529.6667,359718.3333,588935.6667,423875.6667,414603,536391.6667,490367.6667,604353.3333,499604.6667,484225.6667,470652.6667,493405.6667,520739.6667,482632.3333,492301,475658.6667,481536.3333,460010.6667,456370.3333,456474.3333,455059.3333,533587.6667,521803.3333,527642,445387
496345,406415.3333,418580.6667,359712,588991.6667,423873,414556,536434.3333,490334.6667,604372.6667,499570.6667,484322.6667,470608,493454,520630,482696.6667,492303.3333,475682.6667,481545,459925,456474,456502.6667,454970,533447,521860.6667,527629.6667,445472
496342,406443,418607,359694,589026.6667,423851.3333,414504,536464.3333,490245.3333,604431.6667,499570.6667,484332.6667,470592,493520.6667,520531.3333,482795,492349.3333,475702.3333,481534.6667,459775,456533.6667,456500.3333,454839,533367.3333,521858.3333,527662.3333,445554
496302,406481,418619.3333,359666,589054,423824.6667,414492,536483.3333,490200.3333,604578.6667,499538,484342.6667,470601.3333,493526.6667,520510.6667,482885.6667,492399,475729,481477.3333,459643,456573.6667,456482.3333,454765.6667,533297.3333,521811,527653.3333,445615
496222.6667,406511,418654.3333,359663.6667,589072.6667,423827,414464.6667,536506.3333,490186,604676.3333,499528,484313,470580,493555.3333,520459,482996,492481.3333,475771,481419.6667,459477,456642,456404,454708,533253.6667,521757.6667,527655.6667,445644
496109.6667,406556.6667,418745.3333,359646.3333,589059.6667,423824.6667,414444.3333,536548.6667,490223.3333,604738,499494.3333,484254,470566.6667,493571.3333,520457,483104.3333,492515.3333,475797.3333,481402,459366.6667,456737.6667,456304,454705,533159.3333,521718.3333,527637.3333,445694.6667
496066.6667,406608,418780,359636,589020,423844.3333,414440,536610.6667,490216,604775,499471.3333,484200,470552.3333,493617,520426,483231.6667,492594,475848.6667,481422.3333,459230.3333,456863.3333,456192,454643.3333,533026.3333,521728.6667,527634.6667,445728.6667
496004.3333,406646.6667,418783.6667,359627.6667,588996.3333,423810.3333,414456,536666,490193.3333,604873,499432,484151.6667,470570.6667,493616.6667,520423.6667,483276,492638.3333,475920.3333,481398.6667,459149,456879.3333,456101.6667,454594,532887.6667,521720.6667,527645.3333,445776.3333
495917,406651,418765,359646,588973.6667,423792.6667,414440,536739,490108.3333,604931,499462.3333,484123.3333,470561.3333,493645,520360,483293,492705.3333,475944.3333,481348.6667,459030.6667,456891.6667,455984,454535.3333,532793.3333,521748,527658.6667,445842.3333
495786,406646,418774.6667,359648.6667,588958.6667,423770,414439,536795.3333,490047.3333,604980.6667,499475,484111.3333,470542,493658,520296.3333,483161.6667,492709,476021.6667,481347,459016.3333,456910.6667,455880.3333,454579,532719.6667,521744.3333,527706.3333,445895
495712.6667,406628.6667,418757,359641,588904,423777.6667,414466.6667,536899.3333,490029,604947.6667,499452.6667,484162,470551.6667,493702.3333,520207.3333,482992.6667,492774,476036.3333,481337.6667,458911.6667,456922.6667,455753.6667,454604.3333,532642,521759.3333,527734.3333,445936.3333
495636.6667,406638.6667,418746.6667,359621.3333,588951,423776,414534.6667,536965,490048.3333,605010,499424.6667,484190.6667,470561.3333,493773,520156,482747.3333,492838.3333,476075.6667,481350.6667,458854,456896.6667,455630,454624,532561.6667,521761.6667,527745.6667,445912.3333
495548.3333,406605,418730,359612.6667,589030.6667,423766,414543,537068.6667,490048.3333,605035.6667,499396.6667,484224.3333,470583.6667,493863.6667,520089.3333,482528,492932.6667,476037,481346,458759,456792.3333,455486,454615,532501.6667,521776,527746.3333,445827
495476.3333,406577.3333,418775.6667,359621.3333,589114,423746,414528.6667,537123.3333,490013,605112,499422.6667,484232.6667,470599.6667,493929.3333,520094.3333,482330,492991.3333,476080,481317.6667,458724,456674,455333.6667,454602.3333,532448.6667,521824.6667,527753,445752.6667
495424.6667,406513,418841.3333,359603.6667,589132.6667,423709.3333,414536.3333,537149.3333,489977,605113,499403.3333,484256.3333,470609.3333,493960,520056.6667,482137.3333,493036.3333,476148,481355,458611,456477.3333,455235,454584.3333,532405,521826,527815.6667,445692
495325.3333,406502,418942.3333,359613.3333,589121.3333,423672.6667,414561.3333,537163,490013.3333,605161.6667,499418,484243.6667,470640.3333,493985,520053.3333,481966,493080.6667,476223.3333,481371.6667,458544.6667,456242.6667,455142.6667,454580.3333,532346.6667,521838,527852.6667,445686
495308,406494,418975,359604,589078.3333,423661.6667,414626.6667,537152.3333,490026.6667,605154.6667,499388.3333,484255,470602.6667,494014,520000,481817.3333,493106,476228.6667,481431.3333,458476.3333,456026.3333,455102.3333,454539.6667,532314,521807.6667,527897.6667,445608.6667
495234.6667,406502,418964.3333,359625,589033.3333,423696.6667,414651,537202.6667,490054,605178.6667,499374.3333,484286,470593.3333,494037,519981,481696.6667,493176.6667,476281,481441.6667,458478.3333,455816.6667,455033,454533.3333,532275,521862,527889,445543
495251.6667,406485,418934.3333,359611.3333,588998.3333,423713.6667,414713,537240,490012,605143.6667,499337.6667,484352.3333,470611,494043,519973.6667,481558,493209,476330.3333,481476,458434.6667,455607.6667,454994.3333,454455,532299.3333,521917,527895,445465.3333
495216.6667,406461.6667,418917.3333,359613.3333,589017,423699.3333,414767.3333,537336,490042.6667,605140,499340.3333,484381,470669.6667,494099.3333,519947.6667,481449,493250.6667,476401,481469,458429.6667,455340.3333,454916.6667,454469,532298.6667,521973,527934,445432.6667
495235.3333,406467.3333,418956.3333,359619.3333,589052,423683.3333,414774,537396.6667,490050,605127.6667,499355.3333,484400.3333,470769,494156.6667,519943.3333,481352.6667,493285,476428,481500.6667,458443,455128,454873.3333,454402.6667,532260.6667,521986.6667,527985.6667,445391.6667
495271.3333,406518.3333,419010,359661,589110.6667,423697.6667,414802,537457.6667,490114.3333,605185.3333,499399.6667,484448.3333,470773.6667,494216,519950,481304,493305.3333,476516.6667,481536,458417.3333,454938,454810.3333,454367.3333,532220.6667,522003.3333,528051.6667,445342.6667
495277.3333,406532.3333,419097,359682,589108.3333,423729.3333,414803.3333,537484,490114,605256.3333,499408,484497.6667,470773.6667,494226.6667,520001.3333,481260,493349.3333,476579.3333,481585,458416.3333,454795.6667,454753.6667,454309.3333,532170.6667,522030.6667,528068.6667,445322.3333
495273.6667,406557.6667,419152.6667,359682.6667,589103.6667,423732,414858.3333,537545,490129,605279.6667,499403.3333,484532.6667,470764.3333,494240,520010.3333,481236.6667,493318.3333,476619,481614,458423.6667,454659.3333,454676.6667,454321.6667,532151.6667,522066.3333,528087.6667,445320.6667
495246,406524.3333,419190.3333,359671.3333,589110.3333,423714.6667,414871,537595,490091,605277,499401,484575.3333,470786,494261,520005,481207,493320.3333,476660.3333,481595.3333,458474.3333,454553.6667,454632.6667,454335,532130.3333,522120.3333,528107,445326
495256.3333,406525.6667,419167.6667,359655.3333,589140.6667,423672,414891.6667,537659.3333,490087.3333,605315,499390.3333,484629.3333,470816.6667,494291.3333,519982.3333,481192,493269.3333,476716,481619.6667,458494,454451,454627.3333,454357,532089,522190,528174.6667,445327.3333
495244,406529,419131.3333,359688.6667,589198,423671.6667,414913,537656.6667,490094.6667,605364.3333,499404.3333,484702,470789,494316,519958.3333,481188.6667,493264,476792.3333,481663,458484.3333,454356.6667,454633.6667,454347.6667,532071.6667,522225.6667,528227.3333,445338.3333
495250.3333,406529.6667,419115.6667,359666,589192.3333,423692,414974.6667,537636.6667,490104,605419.3333,499370.3333,484785,470815.6667,494330.3333,519914.3333,481199.6667,493194.3333,476775.3333,481735,458486.3333,454237.3333,454637.3333,454363.3333,532052.6667,522244.6667,528301.6667,445311.6667
495228,406535.6667,419147.3333,359709,589218.3333,423737.6667,415006,537566,490104.6667,605396,499401.6667,484788.3333,470835.3333,494358.3333,519892,481190.6667,493142.6667,476824.6667,481754.6667,458481,454123.6667,454636,454359.3333,532038.6667,522278.3333,528339.6667,445311
495270.3333,406538.3333,419180.6667,359685,589183.6667,423738.3333,415042.3333,537592,490112.3333,605400,499388,484843.3333,470858.6667,494351,519873.6667,481218,493039,476828,481745.3333,458485.3333,454027,454643.6667,454399.3333,531980,522340.6667,528380.3333,445305.6667
495323.6667,406579,419147.6667,359713.3333,589192.3333,423750.6667,415063,537655.6667,490167.6667,605389.3333,499388.3333,484899,470859.6667,494356.6667,519864.6667,481217.3333,492995,476846.3333,481726.6667,458517.6667,453989,454638.6667,454400.6667,531929,522362,528423.3333,445351
495339.3333,406606,419069.3333,359680.6667,589221.3333,423745.6667,415089.6667,537758.3333,490177,605385.3333,499347.3333,485007,470840.3333,494358,519858.6667,481235,492910.3333,476755.6667,481769.3333,458552.6667,453946,454648.3333,454420.6667,531953.3333,522376.3333,528473.3333,445409.6667
495326.6667,406608.3333,418981,359678,589290.3333,423749.6667,415120,537797,490195.3333,605397.6667,499357.6667,485083.3333,470861.3333,494433.3333,519880.3333,481258.6667,492851.3333,476672.3333,481814.3333,458618.6667,453882,454660.6667,454412.6667,531965.6667,522439.3333,528521.6667,445426.3333
495295.3333,406624,418920,359687.6667,589327,423761.3333,415149.6667,537812.3333,490164,605397.3333,499406.6667,485180.6667,470864,494504.3333,519894.3333,481301.6667,492750,476570.6667,481837.6667,458667,453781,454705.6667,454416,531951.6667,522511,528548.6667,445459.6667
495285.3333,406623.6667,418914.6667,359689,589331,423753.3333,415234,537808.3333,490202.3333,605388.6667,499431.3333,485250.3333,470919.6667,494601,519910,481367.6667,492665.6667,476489,481885.3333,458729.3333,453719.3333,454703.6667,454411.3333,531888.3333,522531.6667,528600.3333,445493
495236.3333,406663.3333,418879.6667,359706.6667,589334.6667,423773.3333,415290,537774.3333,490193.6667,605328,499477.6667,485274,470962,494645.3333,519897,481437.6667,492592,476409.6667,481882.6667,458724.3333,453703.3333,454699.3333,454411.6667,531866.3333,522534,528661.6667,445530
495213.3333,406691.6667,418863,359699.3333,589351,423763.6667,415316.3333,537779,490233.6667,605291.3333,499487.3333,485279.6667,471022,494661.6667,519907.3333,481517.6667,492536.6667,476357.6667,481962,458714,453737.6667,454677,454460,531863.6667,522548.6667,528681.3333,445575.6667
495169.3333,406760.3333,418811.3333,359708.6667,589342,423787.3333,415333.6667,537766.6667,490263.6667,605223,499523,485305.3333,471060.3333,494655.6667,519919.6667,481583.3333,492457,476308.6667,481987.6667,458713,453794,454701.6667,454500.6667,531878.6667,522627.6667,528738,445585.3333
495188,406786.3333,418820.3333,359702.3333,589354.3333,423799.6667,415373,537779.6667,490322.3333,605174.6667,499541,485395,471110.6667,494698.3333,519910,481662.6667,492409.6667,476200,482073,458754.6667,453815.3333,454713,454557.6667,531866,522692.3333,528781.3333,445609.3333
495123,406809.6667,418798.3333,359700.3333,589374.6667,423813,415467,537751,490333.3333,605127.6667,499546.6667,485446.6667,471142.6667,494749.6667,519906,481743.3333,492358,476098,482098.3333,458814.6667,453825.6667,454737.3333,454558,531842,522719.3333,528851,445628.3333
